date,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,city,has_basement
2014-11-09,6163901150,346000.0,3,1.75,1590,9636,1.5,0,0,4,6,1590,0,1953,0,98155,47.754,-122.321,1800,9975,Shoreline,False
2014-11-09,9465910150,607000.0,3,2.5,2470,9226,2.0,0,0,3,9,2470,0,1991,0,98072,47.7439,-122.17,2820,11013,Woodinville,False
2014-11-09,3298700110,373000.0,3,2.5,2990,6771,1.0,0,0,3,7,1550,1440,2003,0,98106,47.5237,-122.353,1800,6771,Seattle,True
2014-11-10,3585900495,1250000.0,3,2.5,3670,18505,1.0,0,4,3,10,2530,1140,1983,0,98177,47.7588,-122.376,2920,20000,Shoreline,True
2014-11-10,1036700220,470000.0,4,2.0,2410,4680,2.0,0,0,3,9,2410,0,1974,0,98008,47.6234,-122.113,1910,4611,Bellevue,False
2014-11-10,1421069159,520000.0,3,2.5,2280,58712,2.5,0,3,3,9,2280,0,1987,0,98010,47.3053,-122.0,2240,24332,Black Diamond,False
2014-11-10,930000305,379400.0,4,1.75,2120,7680,1.0,0,0,4,7,1060,1060,1950,0,98177,47.7172,-122.361,1530,7680,Shoreline,True
2014-11-10,1745000090,208000.0,3,1.5,1210,7247,1.0,0,0,4,7,1210,0,1967,0,98003,47.328,-122.321,1370,7869,Federal Way,False
2014-11-10,6083000071,195000.0,3,2.0,1230,8235,1.5,0,0,3,6,1230,0,1959,0,98168,47.4853,-122.304,1080,10281,Tukwila,False
2014-11-10,6056100293,440000.0,3,2.5,1650,4929,2.0,0,0,3,7,1520,130,2007,0,98108,47.5634,-122.298,1520,2287,Tukwila,True
2014-11-10,6840701135,593000.0,5,2.5,2640,4400,1.5,0,0,5,7,1840,800,1925,0,98122,47.605,-122.3,1720,4400,Seattle,True
2014-11-10,8588000610,210000.0,3,1.0,1040,8125,1.0,0,0,3,7,1040,0,1956,0,98003,47.3171,-122.316,1200,9375,Federal Way,False
2014-11-10,2695600375,354000.0,2,1.0,850,5225,1.0,0,0,3,7,850,0,1949,0,98126,47.5311,-122.38,1230,5225,Seattle,False
2014-11-10,8146200150,830000.0,4,2.25,2180,11056,1.0,0,0,3,8,1370,810,1963,0,98004,47.6042,-122.193,2090,8747,Yarrow Point,True
2014-11-10,622100074,720000.0,3,2.75,2440,76531,1.0,0,0,3,10,1640,800,1980,0,98072,47.7672,-122.161,1890,10042,Woodinville,True
2014-11-10,726049217,425000.0,5,2.5,2180,7875,1.0,0,0,4,7,1200,980,1955,0,98133,47.7543,-122.341,1840,5105,Shoreline,True
2014-11-10,8857100060,277700.0,2,1.5,1240,1055,2.0,0,0,3,8,1200,40,1967,0,98008,47.6104,-122.112,1410,1340,Bellevue,True
2014-11-10,7772850060,290000.0,3,2.5,1420,3542,2.0,0,0,3,8,1310,110,2007,0,98133,47.7731,-122.343,1180,1622,Shoreline,True
2014-11-10,6802200280,279000.0,3,2.5,2010,11618,2.0,0,0,3,7,2010,0,1990,0,98022,47.1956,-121.985,1550,9354,Enumclaw,False
2014-11-10,3277801580,469950.0,3,2.0,1820,1357,3.0,0,0,3,9,1820,0,2014,0,98126,47.5432,-122.376,1710,1372,Seattle,False
2014-11-10,3879901295,1240000.0,3,2.5,2660,1973,3.0,0,3,3,9,1870,790,2007,0,98119,47.6264,-122.364,1640,1369,Seattle,True
2014-11-10,2387000110,898000.0,2,1.75,1490,9874,1.0,0,0,4,7,1490,0,1963,0,98004,47.6246,-122.199,2280,9869,Yarrow Point,False
2014-11-10,731500320,282000.0,4,2.5,1785,2552,2.0,0,0,3,8,1785,0,2009,0,98030,47.3582,-122.2,1691,2700,Kent,False
2014-11-10,9250900104,300000.0,5,1.75,2110,8500,1.0,0,0,3,7,1100,1010,1962,0,98133,47.7737,-122.35,2020,8500,Shoreline,True
2014-11-10,5015000180,713500.0,3,2.0,1720,4200,2.0,0,0,3,8,1720,0,1908,1992,98112,47.6285,-122.301,1720,4200,Seattle,False
2014-11-10,7950302995,497950.0,4,2.5,1950,3000,2.0,0,0,3,7,1550,400,1998,0,98118,47.565,-122.281,1540,4300,Seattle,True
2014-11-10,5035300850,1385000.0,5,3.75,3290,6480,2.0,0,0,5,10,2190,1100,1938,0,98199,47.653,-122.415,2010,7639,Seattle,True
2014-11-10,1545805980,390000.0,3,2.5,2770,8820,1.0,0,0,3,7,1900,870,1980,2004,98038,47.3685,-122.048,1850,10920,Maple Valley,True
2014-11-10,3888100117,510000.0,5,1.5,1550,9750,1.0,0,0,4,7,1550,0,1966,0,98033,47.6811,-122.169,1970,9750,Kirkland,False
2014-11-10,9406540190,315000.0,4,2.5,1780,6000,2.0,0,0,3,9,1780,0,2000,0,98038,47.3774,-122.027,2650,6000,Maple Valley,False
2014-11-10,1324079007,425000.0,3,1.75,1610,144619,1.0,0,0,3,7,1610,0,1977,0,98024,47.5659,-121.863,2220,144619,Fall City,False
2014-11-10,6821600145,824000.0,2,1.0,1210,8400,1.0,0,0,3,8,780,430,2000,0,98199,47.6503,-122.393,1860,6000,Seattle,True
2014-11-10,2581900235,1075000.0,4,2.75,2580,8100,2.0,0,1,4,8,1780,800,1964,0,98040,47.5387,-122.215,2840,10006,Mercer Island,True
2014-11-10,546000820,415000.0,2,1.0,980,4108,1.0,0,0,3,7,980,0,1947,0,98117,47.687,-122.381,1500,4046,Seattle,False
2014-11-10,8712100435,1197000.0,4,2.5,3940,4407,2.0,0,0,4,8,2620,1320,1921,0,98112,47.6374,-122.299,1790,4407,Seattle,True
2014-11-10,7202340370,467000.0,3,2.5,1690,6642,2.0,0,0,3,7,1690,0,2004,0,98053,47.6793,-122.033,2120,5080,Redmond,False
2014-11-10,2224079086,520000.0,3,1.75,1430,53628,2.0,0,0,3,8,1430,0,1985,0,98024,47.5577,-121.891,2100,53628,Fall City,False
2014-11-10,2726049034,2000000.0,3,3.25,2610,16387,2.0,1,4,3,9,2610,0,2006,0,98125,47.7175,-122.278,2590,12958,Seattle,False
2014-11-10,7589200193,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,Seattle,False
2014-11-10,2621750280,369950.0,4,2.75,2760,7533,1.0,0,0,3,8,1400,1360,1997,0,98042,47.371,-122.108,2340,7943,Kent,True
2014-11-10,4166800320,350000.0,4,2.5,2506,7206,2.0,0,0,3,8,2506,0,2007,0,98023,47.3236,-122.337,2441,7220,Federal Way,False
2014-11-10,3575302880,339300.0,3,2.0,970,10000,1.0,0,0,5,7,970,0,1972,0,98074,47.6205,-122.063,1230,7500,Redmond,False
2014-11-10,2591010040,468000.0,2,1.75,1250,7029,1.0,0,0,4,7,1250,0,1986,0,98033,47.6936,-122.186,1680,8470,Kirkland,False
2014-11-10,8562750320,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,Issaquah,False
2014-11-10,7701930180,600000.0,4,3.5,4300,70407,2.0,0,0,3,10,2710,1590,1992,0,98058,47.4472,-122.092,3520,26727,Renton,True
2014-11-10,2413300240,280000.0,4,2.25,1990,7350,1.0,0,0,4,8,1180,810,1978,0,98003,47.3258,-122.328,2030,7210,Federal Way,True
2014-11-10,7237500390,1570000.0,5,4.5,6070,14731,2.0,0,0,3,11,6070,0,2004,0,98059,47.5306,-122.134,4750,13404,Renton,False
2014-11-10,9269260420,436000.0,4,2.5,2640,3899,2.0,0,0,3,7,2640,0,2000,0,98011,47.754,-122.217,2460,4057,Bothell,False
2014-11-10,3751600635,264500.0,3,1.5,1580,14040,1.0,0,0,3,7,1050,530,1980,0,98001,47.2932,-122.267,2240,12000,Federal Way,True
2014-11-10,5210200081,523000.0,3,1.0,1440,8681,1.5,0,0,3,7,1440,0,1937,0,98115,47.6976,-122.283,1700,7770,Seattle,False
2014-11-10,3298201170,350000.0,3,1.0,940,7811,1.0,0,0,3,6,940,0,1959,0,98008,47.6195,-122.118,1180,7490,Bellevue,False
2014-11-10,7575600430,240000.0,3,2.5,1620,5250,2.0,0,0,3,8,1620,0,1987,0,98003,47.3538,-122.301,1650,5250,Federal Way,False
2014-11-10,3323069045,234000.0,3,1.0,1240,239144,1.0,0,0,3,6,1240,0,1921,1992,98038,47.4303,-122.046,1990,109335,Maple Valley,False
2014-11-10,2024069128,1030000.0,3,2.5,3545,9816,1.0,0,0,3,10,2610,935,2005,0,98027,47.5534,-122.078,3630,7704,Issaquah,True
2014-11-10,9238450330,330000.0,3,1.0,1070,10563,1.0,0,0,3,7,1070,0,1969,0,98072,47.7687,-122.166,1840,9638,Woodinville,False
2014-11-10,7431500280,959750.0,4,3.0,3060,50002,1.0,0,2,4,8,2460,600,1957,0,98008,47.6205,-122.096,2740,16181,Bellevue,True
2014-11-10,6204200340,521000.0,3,1.75,1730,18250,1.0,0,0,3,8,1730,0,1988,0,98011,47.737,-122.201,2180,10027,Bothell,False
2014-11-10,3222069151,338950.0,3,1.75,1610,22496,1.0,0,0,4,7,1610,0,1974,0,98042,47.3443,-122.073,2050,35772,Kent,False
2014-11-10,6163900333,338000.0,3,1.75,1250,7710,1.0,0,0,4,7,1250,0,1947,0,98155,47.7623,-122.317,1340,7710,Shoreline,False
2014-11-10,1965200010,600000.0,2,1.0,1110,3500,1.5,0,0,3,6,970,140,1912,0,98102,47.6453,-122.327,1884,1778,Seattle,True
2014-11-10,3876820140,373000.0,3,1.0,1290,8974,1.0,0,0,5,7,1290,0,1976,0,98072,47.74,-122.173,1540,7500,Woodinville,False
2014-11-10,7880020030,725000.0,4,2.5,3040,35201,2.0,0,0,4,10,3040,0,1987,0,98027,47.4872,-122.066,2990,35416,Issaquah,False
2014-11-10,3426049153,438200.0,2,2.0,1600,5643,1.0,0,0,3,7,1600,0,1954,0,98115,47.6968,-122.279,1600,5746,Seattle,False
2014-11-10,5437820250,187000.0,2,1.75,1020,10346,1.0,0,0,4,6,1020,0,1983,0,98022,47.1958,-122.002,1160,8610,Enumclaw,False
2014-11-10,3905120330,575000.0,4,2.5,2040,5508,2.0,0,0,4,8,2040,0,1996,0,98029,47.5719,-122.007,2130,5496,Issaquah,False
2014-11-10,3352400661,135900.0,2,1.0,760,3800,1.0,0,0,3,6,760,0,1950,0,98178,47.5019,-122.269,1220,7410,Tukwila,False
2014-11-10,1245003006,1149000.0,4,3.75,3180,9889,2.0,0,0,3,9,2500,680,2012,0,98033,47.6853,-122.204,2910,8558,Kirkland,True
2014-11-10,7904700128,385000.0,3,3.5,1370,1540,2.0,0,0,3,8,1100,270,2006,0,98116,47.5638,-122.388,1370,915,Seattle,True
2014-11-10,2767602645,507000.0,4,2.0,1360,2746,1.5,0,0,3,7,1360,0,1945,2011,98107,47.6736,-122.39,1960,2746,Seattle,False
2014-11-10,9530101290,700000.0,3,2.0,1940,4500,1.0,0,3,3,7,1090,850,1926,0,98107,47.6659,-122.359,1700,4500,Seattle,True
2014-11-10,567000382,370000.0,2,1.0,780,1133,2.0,0,0,3,7,780,0,2009,0,98144,47.5924,-122.295,1130,1270,Seattle,False
2014-11-10,7715800390,447000.0,3,2.25,1520,14080,2.0,0,0,3,7,1520,0,1984,0,98074,47.6273,-122.059,1530,9758,Redmond,False
2014-11-10,1323089056,439000.0,2,1.75,1620,113862,1.5,0,0,3,7,1620,0,1995,0,98045,47.4821,-121.719,1560,54806,North Bend,False
2014-11-10,3204300090,640000.0,3,1.0,1210,3720,2.0,0,0,4,8,1210,0,1930,0,98112,47.6317,-122.301,1560,6000,Seattle,False
2014-11-10,3578700073,362000.0,3,1.75,1120,9730,1.0,0,0,3,7,1120,0,1944,1989,98011,47.7372,-122.221,2530,8717,Bothell,False
2014-11-10,7603100095,1260000.0,3,3.0,3230,8625,2.0,0,3,3,10,2220,1010,1998,0,98116,47.562,-122.404,2330,6022,Seattle,True
2014-11-10,2870000040,145000.0,2,1.0,800,8125,1.0,0,0,3,6,800,0,1964,0,98033,47.6836,-122.174,2390,8125,Kirkland,False
2014-11-10,6021502830,400000.0,3,1.0,1130,4100,1.0,0,0,3,7,990,140,1941,0,98117,47.6856,-122.385,1800,4100,Seattle,True
2014-11-10,1445200050,250000.0,2,1.5,1160,1086,2.0,0,0,3,7,890,270,2006,0,98155,47.768,-122.315,1160,1086,Shoreline,True
2014-11-10,923049468,218000.0,3,1.0,980,12812,1.0,0,0,3,7,980,0,1956,0,98168,47.4892,-122.306,1430,8986,Tukwila,False
2014-11-10,7519000570,545000.0,4,1.5,1370,3708,1.5,0,0,3,7,1370,0,1926,0,98117,47.6849,-122.363,2030,3708,Seattle,False
2014-11-10,1962200435,1010000.0,4,1.0,1820,5400,1.5,0,0,3,8,1820,0,1923,2014,98102,47.6476,-122.318,1820,5400,Seattle,False
2014-11-10,2877101100,700000.0,3,1.75,2100,5000,1.5,0,0,3,8,2100,0,1916,0,98117,47.6776,-122.36,1830,4200,Seattle,False
2014-11-10,259600910,485000.0,5,1.5,1420,9900,1.0,0,0,3,7,1050,370,1964,0,98008,47.6348,-122.118,1580,8075,Bellevue,True
2014-11-11,8100000090,256000.0,3,2.5,1480,7200,2.0,0,0,5,7,1480,0,1995,0,98010,47.3126,-122.023,1350,7200,Black Diamond,False
2014-11-11,3329500730,220000.0,3,1.75,1290,8250,1.0,0,0,3,7,1290,0,1983,0,98001,47.3353,-122.27,1410,7823,Federal Way,False
2014-11-11,2771604120,970000.0,4,1.75,4060,4000,2.0,0,3,3,10,2890,1170,1953,1995,98199,47.6375,-122.389,1860,4000,Seattle,True
2014-11-11,3744000100,572115.0,4,3.25,3230,4838,2.0,0,0,3,9,3230,0,2014,0,98038,47.3559,-122.023,2980,5094,Maple Valley,False
2014-11-11,9578500790,399950.0,3,2.5,3087,5002,2.0,0,0,3,8,3087,0,2014,0,98023,47.2974,-122.349,2927,5183,Federal Way,False
2014-11-11,7582700100,1324050.0,3,3.25,3440,4080,2.0,0,0,3,9,2560,880,2005,0,98105,47.6644,-122.28,3110,4080,Seattle,True
2014-11-11,4232400110,1125000.0,5,1.75,1910,5640,2.0,0,0,4,9,1910,0,1906,0,98112,47.6249,-122.311,2050,5400,Seattle,False
2014-11-11,1432400120,165000.0,3,1.0,1010,7690,1.0,0,0,4,6,1010,0,1958,0,98058,47.4501,-122.176,1010,7619,Renton,False
2014-11-11,1324049015,2485000.0,4,2.5,3440,23954,1.5,1,3,5,10,2260,1180,1931,0,98040,47.5636,-122.231,4230,18723,Mercer Island,True
2014-11-11,475000080,515000.0,2,1.5,1400,5000,1.0,0,0,4,7,1150,250,1904,0,98107,47.6681,-122.362,1530,4200,Seattle,True
2014-11-11,7660100238,329950.0,3,2.5,1300,812,2.0,0,0,3,8,880,420,2008,0,98144,47.5893,-122.317,1300,824,Seattle,True
2014-11-11,6371000020,380000.0,2,2.0,1120,780,2.0,0,0,3,8,760,360,2004,0,98116,47.5788,-122.41,1120,1322,Seattle,True
2014-11-11,6893300290,457000.0,3,1.75,1690,6375,1.0,0,0,3,8,1690,0,1903,2002,98024,47.5247,-121.926,1270,7774,Fall City,False
2014-11-11,7805600070,200000.0,2,1.75,1320,13052,1.5,0,0,3,7,1320,0,1980,0,98014,47.712,-121.352,1320,13052,Carnation,False
2014-11-11,3629970930,670000.0,3,3.0,2980,3730,2.0,0,0,3,9,2980,0,2005,0,98029,47.5533,-121.995,2710,3640,Issaquah,False
2014-11-11,5561301150,632000.0,5,3.0,3520,36558,2.0,0,0,4,8,2100,1420,1985,0,98027,47.4658,-122.007,3000,36558,Issaquah,True
2014-11-11,3342101795,430000.0,4,2.75,1820,5400,1.0,0,0,4,7,1220,600,1988,0,98056,47.5204,-122.205,1630,5400,Renton,True
2014-11-11,3826500170,283000.0,3,2.25,2130,8800,1.0,0,0,3,8,1270,860,1978,0,98030,47.383,-122.168,1960,8075,Kent,True
2014-11-11,109210280,220000.0,4,2.25,1950,7280,2.0,0,0,4,8,1950,0,1979,0,98023,47.2957,-122.37,1910,7280,Federal Way,False
2014-11-11,7559600430,640000.0,5,2.5,3220,4759,2.0,0,0,3,8,3220,0,2003,0,98075,47.5957,-122.032,2550,4759,Issaquah,False
2014-11-11,2110200036,700000.0,5,3.25,2400,3118,2.0,0,0,4,7,1780,620,1928,0,98122,47.6094,-122.291,2100,3941,Seattle,True
2014-11-11,513000445,554950.0,4,1.75,1740,4816,1.0,0,0,5,7,870,870,1942,0,98116,47.5758,-122.382,1210,5074,Seattle,True
2014-11-11,4475000170,370000.0,4,3.0,2580,5511,2.0,0,0,3,8,2580,0,1999,0,98058,47.4286,-122.185,2010,5600,Renton,False
2014-11-11,8562700090,462600.0,3,1.75,1430,11761,1.0,0,0,4,8,1430,0,1964,0,98052,47.6686,-122.157,2040,10035,Redmond,False
2014-11-11,4019300480,502700.0,4,3.5,2710,14016,2.0,0,0,4,8,2710,0,1968,0,98155,47.7601,-122.286,1590,27903,Shoreline,False
2014-11-11,3432501415,399000.0,3,1.75,1170,8148,1.0,0,0,3,7,1170,0,1952,0,98155,47.7479,-122.318,1200,8147,Shoreline,False
2014-11-11,6817850040,825000.0,3,2.5,3280,26413,1.0,0,3,3,11,2670,610,1985,0,98074,47.6395,-122.05,3280,25211,Redmond,True
2014-11-11,8099900040,519950.0,5,3.5,2440,10200,2.0,0,0,4,7,2440,0,1974,0,98075,47.5814,-122.003,2000,10568,Issaquah,False
2014-11-11,3459410230,590000.0,3,2.25,2490,8800,2.0,0,0,4,8,2490,0,1975,0,98006,47.5666,-122.132,2690,10000,Bellevue,False
2014-11-11,8647600020,749950.0,4,2.5,3340,123600,2.0,0,0,3,10,3340,0,2005,0,98053,47.6101,-121.955,3730,123600,Redmond,False
2014-11-11,2424059061,998000.0,4,3.5,3500,43560,2.0,0,0,3,9,2850,650,2014,0,98006,47.5481,-122.103,3640,40545,Bellevue,True
2014-11-11,2154550020,250000.0,3,2.5,1790,6191,2.0,0,0,3,8,1790,0,1992,0,98031,47.4102,-122.195,1790,6758,Kent,False
2014-11-11,8651600160,799000.0,4,2.25,2510,11585,2.0,0,0,4,8,2510,0,1969,0,98040,47.5483,-122.226,2450,9691,Mercer Island,False
2014-11-11,1545804820,240000.0,3,1.75,1380,7500,1.0,0,0,3,7,1380,0,1988,0,98038,47.3628,-122.045,1530,7500,Maple Valley,False
2014-11-11,6306800020,452000.0,4,2.5,2716,7850,2.0,0,0,3,9,2716,0,2014,0,98030,47.352,-122.197,2580,14448,Kent,False
2014-11-11,3303990410,1096500.0,5,3.25,4010,12110,2.0,0,0,3,11,4010,0,2003,0,98059,47.5228,-122.151,4010,12334,Renton,False
2014-11-11,6403510090,437500.0,4,2.5,2680,7513,2.0,0,0,3,8,2680,0,1998,0,98059,47.4956,-122.161,2640,7243,Renton,False
2014-11-11,3744000130,559630.0,4,2.5,3370,4934,2.0,0,0,3,9,3370,0,2014,0,98038,47.3562,-122.022,2980,5046,Maple Valley,False
2014-11-11,7549802535,423000.0,4,2.0,1970,6480,1.5,0,0,5,7,1130,840,1920,0,98108,47.5511,-122.312,1500,6480,Tukwila,True
2014-11-11,1545803390,252000.0,3,2.5,1680,8284,2.0,0,0,3,7,1680,0,1989,0,98038,47.3609,-122.048,1550,8284,Maple Valley,False
2014-11-11,7504180070,577000.0,3,1.5,1560,20251,1.0,0,0,5,7,1200,360,1989,0,98074,47.619,-122.054,1560,19119,Redmond,True
2014-11-11,1402630190,362000.0,3,2.5,2310,7485,2.0,0,0,3,8,2310,0,1986,0,98058,47.439,-122.135,2310,8142,Renton,False
2014-11-11,3041700090,555565.0,3,2.0,1670,11337,1.0,0,1,4,7,1670,0,1959,0,98033,47.6602,-122.188,2210,11337,Kirkland,False
2014-11-11,5312100060,465000.0,4,2.5,2200,3141,2.0,0,0,3,7,2060,140,1994,0,98144,47.5726,-122.305,1660,3175,Seattle,True
2014-11-11,7883606725,174900.0,3,1.0,1100,6000,1.5,0,0,2,6,1100,0,1926,0,98108,47.5279,-122.318,960,5880,Tukwila,False
2014-11-11,3589500260,550000.0,4,2.0,2100,4500,1.0,0,0,5,7,1060,1040,1924,0,98105,47.6699,-122.317,1920,3900,Seattle,True
2014-11-11,3528000260,915000.0,4,2.5,3510,28052,2.0,0,0,3,10,3510,0,1988,0,98053,47.6671,-122.057,2890,28295,Redmond,False
2014-11-11,1704900135,315000.0,2,1.0,840,5087,1.0,0,0,3,7,840,0,1925,0,98118,47.5557,-122.278,1590,5087,Seattle,False
2014-11-11,6891100260,830000.0,5,3.5,3700,5400,2.0,0,0,3,9,2890,810,2011,0,98053,47.7085,-122.117,3620,5460,Redmond,True
2014-11-11,3992700475,450000.0,3,1.75,1350,7200,1.0,0,0,5,7,1350,0,1954,0,98125,47.713,-122.284,1100,7200,Seattle,False
2014-11-12,2025049006,750000.0,7,2.75,3410,4056,1.5,0,0,4,8,2130,1280,1906,0,98102,47.6454,-122.316,2510,4056,Seattle,True
2014-11-12,2223069112,465000.0,3,2.25,2560,117176,1.0,0,0,4,9,1280,1280,1977,0,98027,47.4655,-122.033,2760,57063,Issaquah,True
2014-11-12,1225039052,465000.0,3,3.25,1510,1850,2.0,0,2,3,8,1230,280,2001,0,98107,47.6683,-122.362,1540,1840,Seattle,True
2014-11-12,6082400260,231500.0,2,1.0,1200,9488,1.0,0,0,5,7,1200,0,1941,0,98168,47.4832,-122.299,1200,9488,Tukwila,False
2014-11-12,5451220150,980000.0,4,2.25,3010,9800,2.0,0,0,4,9,3010,0,1973,0,98040,47.5336,-122.223,2510,9800,Mercer Island,False
2014-11-12,5422950170,405000.0,5,2.5,3370,5092,2.0,0,0,3,7,3370,0,2006,0,98038,47.3594,-122.036,2910,5092,Maple Valley,False
2014-11-12,100100050,275000.0,3,1.0,1320,11090,1.0,0,0,3,7,1320,0,1955,0,98155,47.7748,-122.304,1320,8319,Shoreline,False
2014-11-12,3448000344,599950.0,5,3.0,2600,13674,1.0,0,0,5,8,1300,1300,1967,0,98125,47.7176,-122.302,2150,7800,Seattle,True
2014-11-12,4337600205,129888.0,2,1.0,710,9900,1.0,0,0,3,6,710,0,1943,0,98166,47.479,-122.339,1070,9900,Seattle,False
2014-11-12,9542100135,620000.0,4,1.75,2350,18800,1.0,0,2,3,8,2350,0,1959,0,98005,47.5904,-122.177,3050,14640,Bellevue,False
2014-11-12,8651410190,179950.0,3,1.0,920,4875,1.0,0,0,5,6,920,0,1969,0,98042,47.3648,-122.081,960,5200,Kent,False
2014-11-12,1523049083,196700.0,2,1.0,1090,9994,1.0,0,0,3,7,1090,0,1954,0,98168,47.4761,-122.287,1090,11700,Tukwila,False
2014-11-12,4276400030,450000.0,3,2.0,2320,17688,1.0,0,0,3,8,2320,0,1952,1994,98166,47.4519,-122.363,1610,14482,Seattle,False
2014-11-12,6392000570,399000.0,2,1.0,790,4000,1.0,0,0,3,6,790,0,1948,0,98115,47.6844,-122.289,990,5000,Seattle,False
2014-11-12,3123800080,365000.0,2,1.5,1160,8060,1.0,0,0,4,7,1160,0,1950,0,98136,47.5146,-122.386,1500,8060,Seattle,False
2014-11-12,8805900065,1160000.0,5,3.25,4290,7019,2.5,0,0,4,10,3590,700,1927,0,98112,47.6439,-122.302,1920,4000,Seattle,True
2014-11-12,3630130130,663000.0,3,2.5,1910,5125,2.0,0,0,3,9,1910,0,2006,0,98029,47.5481,-121.995,1910,3215,Issaquah,False
2014-11-12,7578200310,650000.0,4,2.0,2208,5000,3.0,0,0,5,8,2208,0,1917,0,98116,47.5711,-122.383,1760,5000,Seattle,False
2014-11-12,5379803372,495000.0,4,2.5,3390,7870,2.0,0,0,3,8,3390,0,2014,0,98188,47.4536,-122.274,1960,10069,Tukwila,False
2014-11-12,2113701080,300000.0,2,1.0,1100,4010,1.5,0,0,5,6,1100,0,1920,0,98106,47.5296,-122.351,980,4501,Seattle,False
2014-11-12,7010700308,1010800.0,4,3.25,3610,4000,2.0,0,0,3,9,2640,970,2007,0,98199,47.658,-122.396,1980,4000,Seattle,True
2014-11-12,2826079027,659000.0,3,2.5,3090,384634,2.0,0,0,3,8,3090,0,2007,0,98019,47.7072,-121.927,2200,292645,Duvall,False
2014-11-12,5151800015,318700.0,4,2.5,2770,19116,1.0,0,0,4,8,1600,1170,1961,0,98003,47.3386,-122.319,2730,18429,Federal Way,True
2014-11-12,9826701735,449950.0,3,2.0,1880,3048,2.0,0,0,4,7,1880,0,1902,0,98122,47.6031,-122.303,1680,3600,Seattle,False
2014-11-12,8637100370,252000.0,3,2.0,1340,5670,2.0,0,0,3,6,1340,0,1994,0,98055,47.4498,-122.194,1290,4892,Renton,False
2014-11-12,7852110740,645500.0,4,2.5,2990,8622,2.0,0,0,3,9,2990,0,2000,0,98065,47.5394,-121.875,2980,8622,Snoqualmie,False
2014-11-12,7199360100,379500.0,3,1.0,1110,7128,1.0,0,0,3,7,1110,0,1980,0,98052,47.6968,-122.124,1510,7107,Redmond,False
2014-11-12,9432750190,460000.0,4,2.5,2080,17532,2.0,0,0,3,9,2080,0,1996,0,98059,47.4835,-122.136,2550,12560,Renton,False
2014-11-12,8077200360,557865.0,4,2.5,3030,6813,2.0,0,0,3,9,3030,0,1987,0,98074,47.6296,-122.029,2310,8682,Redmond,False
2014-11-12,3629970680,524950.0,2,2.5,1830,2856,2.0,0,0,3,7,1830,0,2005,0,98029,47.5524,-121.996,1850,2667,Issaquah,False
2014-11-12,6421000330,732500.0,3,2.5,2470,10321,2.0,0,0,3,9,2470,0,1988,0,98052,47.6694,-122.141,2450,8440,Redmond,False
2014-11-12,2222059065,297000.0,3,2.5,1940,14952,2.0,0,0,3,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450,Kent,False
2014-11-12,5013500110,425000.0,2,1.0,1070,6625,1.0,0,0,3,7,830,240,1950,0,98116,47.5736,-122.393,1310,6625,Seattle,True
2014-11-12,3126049094,392450.0,4,2.0,2195,2681,1.0,0,0,3,7,1060,1135,1912,0,98103,47.6965,-122.342,1710,1280,Seattle,True
2014-11-12,8151600900,445000.0,5,3.0,2420,11250,2.0,0,0,3,8,2420,0,2013,0,98146,47.5082,-122.362,1510,9950,Seattle,False
2014-11-12,3204850140,362000.0,5,2.5,2880,8216,2.0,0,0,3,8,2880,0,2001,0,98030,47.3747,-122.185,1960,7200,Kent,False
2014-11-12,1673000240,290000.0,4,2.5,2423,7292,2.0,0,0,3,8,2423,0,2005,0,98023,47.3227,-122.37,2495,7489,Federal Way,False
2014-11-12,2095600150,260000.0,4,2.5,1790,4358,2.0,0,0,3,7,1790,0,1993,0,98031,47.3994,-122.204,1790,4305,Kent,False
2014-11-12,5104511600,457000.0,4,3.0,2800,7845,2.0,0,0,3,8,2800,0,2002,0,98038,47.3544,-122.013,2800,6977,Maple Valley,False
2014-11-12,2600110560,750000.0,4,2.75,2310,10232,1.0,0,0,5,8,1310,1000,1980,0,98006,47.5515,-122.153,2820,9886,Bellevue,True
2014-11-12,3524039196,396500.0,3,1.0,1710,5110,1.0,0,0,3,7,1100,610,1954,0,98126,47.5256,-122.379,1310,5110,Seattle,True
2014-11-12,3335000025,468000.0,3,2.0,1570,6300,1.0,0,0,3,7,820,750,1953,2005,98118,47.5565,-122.275,1510,4281,Seattle,True
2014-11-12,2493200370,415000.0,2,1.75,1550,4257,1.0,0,3,3,7,830,720,1953,0,98136,47.5274,-122.384,1920,5100,Seattle,True
2014-11-12,1449000260,493000.0,3,2.25,1790,11393,1.0,0,0,3,8,1790,0,1978,0,98052,47.6297,-122.099,2290,11894,Redmond,False
2014-11-12,3260350090,701000.0,4,3.0,2910,8540,2.0,0,0,3,9,2910,0,2003,0,98059,47.5223,-122.156,3040,6091,Renton,False
